Filename	Comment	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	Actual	Predicted
libpng/contrib/libtests/pngimage.c/pngimage.c	where the level is in 'options'	1.45	0.05	0.05	0.05	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.29531687	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	used on the original read	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.34650722	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	converts gray-scale components to 1..0 from 0..1	4.95	0.05	0.05	0.05	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.2690481	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Used from libpng callbacks to get the current buffer	4.25	1.25	0.05	0.23	0.05	3.65	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9866143	0.8617232	0.46211717	0.0	0.0	0.46211717	2.0	-0.10419473	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	Attempt to deduce bad combos	2.85	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.2690481	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	converts an alpha channel from 0..1 to 1..0	4.95	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.29531687	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	big-endian	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.0	0.0	0.66403675	0.46211717	0.0	0.0	0.0	2.0	-0.4654045	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	don't skip	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.90514827	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.18794475	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	switches on all messages	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.90514827	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.3713712	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Validate the above table - this just builds the above values	3.55	1.25	0.05	0.23	0.05	0.05	0.05	0.41	10.05	5.05	0.05	0.9866143	0.9950548	0.9999092	0.0	0.46211717	0.0	0.0	2.0	-0.13233735	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	"expands grayscale images to RGB, also causes the palette part of
       * 'EXPAND' to happen.  Low bit depth grayscale images are expanded to
       * 8-bits per component and no attempt is made to convert the image to a
       * palette image.  While this transform is partially reversible
       * png_write_png does not currently support this."	22.45	4.85	0.05	2.21	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9999877	1.0	0.99999547	0.0	0.0	0.0	0.7615942	2.0	0.9809319	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	The IHDR should be identical:	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.29531687	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	bitwise AND of failing transforms	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9866143	0.946806	0.46211717	0.0	0.0	0.0	2.0	-0.29531687	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Two bytes per component, big-endian	3.55	0.05	0.05	0.23	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.46211717	0.0	0.9996986	0.90514827	0.0	0.0	0.0	2.0	-0.3211466	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"Third test: the active options.  Test each in turn, or, with the
    * EXHAUSTIVE option, test all possible combinations."	7.75	0.05	0.05	1.85	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9640276	0.9866143	0.0	0.0	0.0	0.0	2.0	0.2603611	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	scales 16-bit components to 8-bits.	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.21532601	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	prevent display	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.7615942	0.0	0.0	0.0	0.46211717	2.0	-0.3713712	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Errors cause this routine to exit to the fail code	4.25	1.25	0.05	1.67	0.05	1.25	0.05	0.41	0.05	0.05	0.05	0.0	0.90514827	0.95623744	0.9640276	0.0	0.0	0.0	2.0	-0.10419473	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	Continue on APP_FAIL errors	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9959494	0.90514827	0.0	0.0	0.0	2.0	-0.10419473	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	where the file gets written	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.9640276	0.7615942	0.0	0.0	0.0	0.0	2.0	-0.29531687	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	don't keep reporting failed rows on 'continue'	4.25	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9999092	0.9926315	0.46211717	0.0	0.0	0.0	2.0	0.094945796	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	Replicate twice	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.0	0.0	0.0	0.0	0.0	2.0	-0.41951263	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	the actual buffer	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.0	0.2913126	0.46211717	0.0	0.0	0.46211717	2.0	-0.41951263	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"Some transforms appear multiple times in the table; the 'active' status
       * is the logical OR of these and the inactive status must be adjusted to
       * take this into account."	9.85	0.05	0.05	3.47	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.99975324	0.99999976	0.99999326	0.46211717	0.0	0.0	0.0	2.0	0.5632398	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	size	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Now move to the next transform	2.15	1.25	0.05	1.67	0.05	26.45	0.05	0.41	0.05	0.05	0.05	0.90514827	0.9640276	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.34650722	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	!READ_PNG	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9640276	0.9640276	0.0	0.0	0.0	0.46211717	2.0	-0.2690481	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	transforms	0.75	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	next buffer in list	2.15	2.45	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.0	0.946806	0.46211717	0.0	0.0	0.46211717	2.0	-0.34650722	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	"Variables calculated by validate_T below and used to record all the supported
 * transforms.  Need (unsigned int) here because of the places where these
 * values are used (unsigned compares in the 'exhaustive' iterator.)"	11.95	6.05	0.05	0.59	0.05	0.05	0.05	0.41	0.05	5.05	0.05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.76519716	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	NOTREACHED	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.39571372	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	else this is a verify and do not overwrite info	3.55	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9866143	0.9993293	0.9866143	0.0	0.0	0.0	0.0	2.0	-0.13233735	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"1.6.1 added support for the configure test harness, which uses 77 to indicate
 * a skipped test, in earlier versions we need to succeed on a skipped test, so:"	14.05	1.25	0.05	1.85	0.05	0.05	0.05	0.41	5.05	0.05	0.05	0.9993293	0.99999833	0.9993293	0.0	0.46211717	0.46211717	0.0	2.0	0.5434382	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	Where to go to on error	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.66403675	0.7615942	0.0	0.0	0.0	2.0	-0.3713712	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	bitwise OR of failures	1.45	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.95623744	0.90514827	0.0	0.0	0.0	2.0	-0.18794475	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"First cache the file and update the display original file
    * information for the new file."	7.75	4.85	0.05	0.41	0.05	6.05	0.05	0.41	0.05	5.05	0.05	0.99975324	0.99975324	0.99999446	0.90514827	0.0	0.0	0.46211717	2.0	0.12314823	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	this and higher cause a longjmp	2.15	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.34650722	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	no normal messages	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.41951263	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	Used to write a new image (the original info_ptr is used)	4.95	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.9866143	0.88535166	0.90514827	0.0	0.0	0.0	2.0	0.094945796	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	'A' for a filler!	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"expands PLTE PNG files to RGB (no tRNS) or RGBA (tRNS) *
       * Note that the 'EXPAND' transform does lots of different things:"	9.85	1.25	0.05	0.41	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9950548	0.9981779	0.9866143	0.0	0.0	0.0	0.0	2.0	0.6844149	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	default to !verbose, !quiet	2.15	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.34650722	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	"The name, if 't' has multiple bits set the name of the lowest set bit is
    * returned."	7.05	4.85	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.99975324	0.9999092	0.0	0.0	0.0	0.0	2.0	0.3878059	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	!sBIT	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	Not an option	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.41951263	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	rowbytes should be the same	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.46211717	0.9985079	0.7615942	0.0	0.0	0.0	2.0	-0.34650722	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	"expands images to 16-bits per component, as a side effect expands
       * palette images to RGB and expands the tRNS chunk if present, so it can
       * modify 16-bit per component images as well:"	15.45	4.85	0.05	2.03	2.45	0.05	0.05	0.41	0.05	0.05	0.05	0.9993293	0.9999666	0.9993293	0.0	0.0	0.0	0.0	2.0	0.77677184	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	"Define the following to use this test against your installed libpng, rather
 * than the one being built here:"	6.35	0.05	0.05	1.85	0.05	0.05	0.05	0.41	10.05	0.05	0.05	0.0	0.9640276	0.0	0.0	0.46211717	0.0	0.0	2.0	0.2603611	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	"pngimage.c
 *
 * Copyright (c) 2021 Cosmin Truta
 * Copyright (c) 2015,2016 John Cunningham Bowler
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h
 *
 * Test the png_read_png and png_write_png interfaces.  Given a PNG file load it
 * using png_read_png and then write with png_write_png.  Test all possible
 * transforms."	29.45	2.45	0.05	5.09	0.05	43.25	0.05	0.41	0.05	0.05	20.05	0.99999994	1.0	1.0	0.90514827	0.0	0.90514827	0.9640276	1.0	0.99911803	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	non-zero if more than one set bit	3.55	2.45	0.05	1.67	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.90514827	0.9640276	0.0	0.0	0.0	0.0	2.0	-0.2690481	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	removes the alpha channel if present	3.55	1.25	0.05	1.67	1.25	0.05	0.05	0.41	0.05	0.05	0.05	0.99999994	0.99999994	0.99999994	0.0	0.0	0.0	0.0	2.0	-0.2690481	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	name	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	for the SHIFT/sBIT transform	2.85	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.7615942	0.90514827	0.0	0.0	0.0	0.0	2.0	-0.10419473	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	transforms	0.75	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.4427485	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	anything unexpected is an internal error:	2.85	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.9800964	0.7615942	0.0	0.0	0.0	2.0	-0.24237283	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	And do a sanity check (the EOF case is caught above)	4.25	3.65	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9981779	0.9800964	0.46211717	0.0	0.0	0.0	2.0	0.094945796	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	drops the bottom 8 bits when bit depth is 16	4.95	0.05	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.7615942	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.10419473	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	leave the filename for error detection	3.55	1.25	0.05	1.67	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.46211717	0.7615942	0.8617232	0.7615942	0.0	0.0	0.0	2.0	-0.21532601	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	components are up to 8 bytes in size	2.85	1.25	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.7615942	0.46211717	0.99945086	0.7615942	0.0	0.0	0.0	2.0	-0.21532601	1	2
libpng/contrib/libtests/pngimage.c/pngimage.c	Everything tested	1.45	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.46211717	0.46211717	0.0	0.0	0.0	0.0	2.0	-0.3713712	1	0
libpng/contrib/libtests/pngimage.c/pngimage.c	just errors	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.66403675	0.7615942	0.0	0.0	0.0	2.0	-0.41951263	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	!palette	0.75	0.05	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-0.39571372	1	1
libpng/contrib/libtests/pngimage.c/pngimage.c	The display pointer is always stored in the png_struct error pointer	4.95	3.65	0.05	0.23	0.05	0.05	0.05	0.41	0.05	0.05	0.05	0.9640276	0.9866143	0.9999666	0.9950548	0.0	0.0	0.7615942	2.0	0.15115315	1	2
